REGION,TYPE OF OFFENCE,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4
Dragør,Theft from conveyances,27,27,8,15,12,23,18,13,10,12,9,5
Dragør,"Shoplifting, etc.",2,0,1,1,3,1,3,3,5,3,0,2
Dragør,Other kinds of theft,17,23,23,27,25,36,36,32,17,38,37,26
Dragør,Theft of/taking vehicle without the owners consent (TWOC),7,3,5,3,4,3,3,9,5,5,6,3
Dragør,Theft of/taking moped without the owners consent (TWOC),2,1,4,0,2,2,1,2,0,4,0,3
Dragør,Theft of/taking bicycle without the owners consent (TWOC),17,19,12,16,12,27,23,15,20,43,28,41
Dragør,Theft of/taking other objects without the owners consent (TWOC),4,5,6,4,3,3,7,2,3,7,5,7
Dragør,Theft by finding,0,0,1,1,0,0,0,0,0,0,0,1
Dragør,Embezzlement,0,0,0,0,0,0,0,0,0,0,0,0
Dragør,Fraud,0,2,1,18,0,0,0,1,1,0,0,0
Dragør,Fraud by cheque,0,0,0,0,0,0,0,0,0,0,0,0
Dragør,Fraud by abuse of position,0,0,0,0,0,0,0,0,0,0,0,0
Dragør,Blackmail and usury,0,0,0,0,0,0,0,0,0,0,0,0
Dragør,Fraud against creditors,0,0,0,0,0,0,0,0,0,0,0,0
Dragør,Handling stolen goods,0,2,0,1,0,1,0,0,1,0,7,0
Dragør,Robbery,1,2,0,0,0,0,1,2,0,0,1,1
Dragør,Aggravated tax evasion etc.,0,0,0,9,0,0,0,0,0,0,0,0
Dragør,Malicious damage to property,47,36,36,21,20,38,35,19,9,17,14,12
Dragør,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Dragør,Offence against and infringement of property,0,1,0,0,0,0,0,0,0,0,0,1
Dragør,"Other offences, total",1,2,3,2,2,0,1,0,1,0,3,1
Dragør,"Offences against public authority, etc.",0,0,1,0,0,0,0,0,0,0,1,1
Dragør,Offences by public servants,0,0,0,0,0,0,0,0,0,0,0,0
Dragør,Perjury,0,0,0,0,0,0,0,0,0,0,0,0
Dragør,Any other kind of false statement,1,0,0,0,0,0,0,0,1,0,0,0
Dragør,Offences concerning money and evidence,0,0,1,1,0,0,0,0,0,0,0,0
Dragør,"Trafficking of drugs, etc.",0,1,0,1,0,0,0,0,0,0,1,0
Dragør,Smuggling etc. of drugs,0,0,0,0,0,0,0,0,0,0,0,0
Dragør,General public offences etc.,0,0,0,0,1,0,0,0,0,0,1,0
Dragør,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Dragør,Family relation offences,0,0,0,0,0,0,0,0,0,0,0,0
Dragør,Involuntary manslaughter etc. in connection with traffic accident,0,0,0,0,0,0,0,0,0,0,0,0
Dragør,Non-molestation order (Repealed in 2012),0,1,1,0,1,0,0,0,0,0,0,0
Dragør,Invasion of privacy and defamation,0,0,0,0,0,0,1,0,0,0,0,0
Dragør,"Special acts, total",17,22,11,14,21,9,14,11,13,22,17,10
Dragør,Euphoriants Act,1,3,2,1,4,0,7,0,0,5,4,0
Dragør,The Offensive Weapons Act,1,3,1,2,2,0,0,1,2,0,3,1
Dragør,"Tax legislation and fiscal acts, etc.",2,1,0,0,0,0,0,4,0,0,0,0
Dragør,Other special acts in criminal law,3,4,5,5,2,5,1,1,3,0,2,4
Dragør,Health and social security legislation,0,1,0,0,0,0,3,1,1,1,0,1
Dragør,Building and housing legislation,2,0,0,0,0,0,0,0,0,1,0,0
Dragør,The environmental protection act,6,4,0,0,4,0,0,0,2,10,1,2
Dragør,"Legislation on animals, hunting, etc.",0,3,0,0,9,0,3,2,3,1,2,0
Dragør,"Legislation on employment, transport, etc.",2,0,2,2,0,2,0,1,1,0,2,1
Dragør,The Companies Act,0,0,0,1,0,2,0,1,0,0,2,0
Dragør,Legislation on the national defence,0,0,0,1,0,0,0,0,0,0,0,0
Dragør,Legislation applying to public utilities,0,0,0,0,0,0,0,0,1,3,0,0
Dragør,"Legislation on gambling, licencing, trade",0,3,1,2,0,0,0,0,0,0,1,0
Dragør,Any other special legislation,0,0,0,0,0,0,0,0,0,1,0,1
Dragør,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,"Nature of the offence, total",1241,1388,1371,1446,1300,1500,1604,1543,1421,1592,1759,1624
Tårnby,"Penal Code, total",894,1025,1053,1096,972,1033,1184,1139,1042,1146,1370,1224
Tårnby,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,"Sexual offenses, total",5,4,3,1,4,2,2,4,0,4,7,2
Tårnby,"Incest, etc.",0,0,0,0,0,0,0,0,0,1,0,0
Tårnby,"Rape, etc.",0,1,1,1,0,0,0,0,0,0,0,0
Tårnby,Heterosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,1,0
Tårnby,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Any other kind of heterosexual offence (Repealed in 2013),0,0,0,0,0,0,0,1,0,1,5,1
Tårnby,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Offence against public decency by groping,0,1,0,0,2,1,1,1,0,1,0,0
Tårnby,Offence against public decency by indecent exposure,3,2,1,0,1,1,1,1,0,1,0,1
Tårnby,Any other kind of offence against public decency,1,0,1,0,1,0,0,0,0,0,1,0
Tårnby,"Prostitution, etc.",1,0,0,0,0,0,0,1,0,0,0,0
Tårnby,"Crimes of violence, total",19,38,20,32,29,34,29,21,30,29,25,26
Tårnby,Violence against public authority,6,10,6,11,7,10,6,4,5,5,4,7
Tårnby,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Homicide,0,0,0,0,0,0,0,1,0,0,0,0
Tårnby,Attempted homicide,0,0,0,0,1,0,0,0,0,0,0,0
Tårnby,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Common assault,7,21,10,17,11,10,16,10,9,4,9,14
Tårnby,Assault causing actual bodily harm,2,1,0,2,3,2,1,2,4,3,3,1
Tårnby,Particularly aggravated assault,0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Causing death or bodily harm by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Offences against life and limb,0,0,0,0,0,2,0,1,1,2,2,1
Tårnby,Offences against personal liberty,0,1,0,0,0,0,0,0,0,2,0,1
Tårnby,Threats,4,5,4,2,7,10,6,3,11,13,7,2
Tårnby,"Offences against property, total",835,961,1007,1038,905,973,1121,1087,979,1068,1302,1168
Tårnby,Forgery,9,18,22,38,11,12,30,22,36,14,41,22
Tårnby,Cheque forgery,0,0,0,0,1,0,0,0,0,1,0,3
Tårnby,Arson,1,1,4,3,4,2,1,1,0,2,2,8
Tårnby,Burglary - business and community,16,18,31,42,29,31,31,55,50,35,42,78
Tårnby,Residential burglaries,33,33,26,51,41,42,62,102,103,53,89,134
Tårnby,Burglary (uninhabited buildings),18,11,11,11,22,12,20,25,39,29,19,30
Tårnby,Theft from conveyances,129,162,110,72,45,73,114,90,60,67,107,74
Tårnby,"Shoplifting, etc.",35,36,54,136,112,128,138,106,105,120,123,141
Tårnby,Other kinds of theft,305,382,444,334,338,342,427,358,285,419,452,345
Tårnby,Theft of/taking vehicle without the owners consent (TWOC),36,37,47,23,26,32,39,46,53,30,58,48
Tårnby,Theft of/taking moped without the owners consent (TWOC),9,22,17,16,18,9,14,18,10,9,16,8
Tårnby,Theft of/taking bicycle without the owners consent (TWOC),71,95,94,114,100,139,124,131,116,165,203,141
Tårnby,Theft of/taking other objects without the owners consent (TWOC),14,23,14,14,17,6,19,27,20,19,22,6
Tårnby,Theft by finding,0,4,0,0,0,1,0,1,1,3,30,1
Tårnby,Embezzlement,0,1,1,0,0,0,0,2,1,1,1,0
Tårnby,Fraud,17,3,1,30,9,9,14,8,7,7,5,8
Tårnby,Fraud by cheque,0,0,0,0,0,0,0,0,0,1,0,0
Tårnby,Fraud by abuse of position,0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Blackmail and usury,0,0,0,1,1,1,0,0,0,0,0,1
Tårnby,Fraud against creditors,0,0,0,0,0,0,0,0,1,0,0,0
Tårnby,Handling stolen goods,1,6,3,2,1,0,0,2,2,2,3,0
Tårnby,Robbery,3,3,3,10,9,5,3,5,5,6,10,8
Tårnby,Aggravated tax evasion etc.,0,0,1,23,0,1,0,1,0,1,0,0
Tårnby,Malicious damage to property,138,106,124,118,121,128,85,86,85,84,79,112
Tårnby,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Offence against and infringement of property,0,0,0,0,0,0,0,1,0,0,0,0
Tårnby,"Other offences, total",35,22,23,25,34,24,32,27,33,45,36,28
Tårnby,"Offences against public authority, etc.",5,0,5,5,2,2,2,1,3,3,2,3
Tårnby,Offences by public servants,0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Perjury,0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Any other kind of false statement,3,6,3,1,4,2,4,2,6,2,4,5
Tårnby,Offences concerning money and evidence,15,9,9,9,16,11,14,17,12,14,19,12
Tårnby,"Trafficking of drugs, etc.",2,0,0,0,2,3,2,1,1,1,3,1
Tårnby,Smuggling etc. of drugs,6,3,5,10,8,5,8,5,5,23,2,3
Tårnby,General public offences etc.,0,0,0,0,0,0,1,1,2,0,3,2
Tårnby,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,Family relation offences,0,0,1,0,0,0,0,0,0,0,0,0
Tårnby,Involuntary manslaughter etc. in connection with traffic accident,0,0,0,0,0,0,0,0,0,0,1,0
Tårnby,Non-molestation order (Repealed in 2012),1,3,0,0,0,1,1,0,1,1,1,0
Tårnby,Invasion of privacy and defamation,3,1,0,0,2,0,0,0,3,1,1,2
Tårnby,"Special acts, total",347,363,318,350,328,467,420,404,379,446,389,400
Tårnby,Euphoriants Act,53,62,70,35,55,92,115,106,107,146,87,82
Tårnby,The Offensive Weapons Act,41,37,30,33,57,40,40,36,35,31,25,29
Tårnby,"Tax legislation and fiscal acts, etc.",4,6,13,9,7,18,10,24,17,18,10,3
Tårnby,Other special acts in criminal law,173,140,116,146,120,193,122,148,141,166,156,202
Tårnby,Health and social security legislation,31,67,35,40,28,40,58,33,13,50,67,52
Tårnby,Building and housing legislation,0,1,4,1,1,0,2,2,1,1,2,0
Tårnby,The environmental protection act,19,21,31,41,25,42,25,32,33,13,15,19
Tårnby,"Legislation on animals, hunting, etc.",5,5,6,16,8,11,5,4,8,5,5,3
Tårnby,"Legislation on employment, transport, etc.",16,8,8,12,18,24,30,14,15,13,20,5
Tårnby,The Companies Act,0,0,0,0,0,0,4,0,0,0,0,0
Tårnby,Legislation on the national defence,0,0,0,3,0,0,0,0,0,0,0,0
Tårnby,Legislation applying to public utilities,0,2,0,0,5,4,4,1,7,1,2,0
Tårnby,"Legislation on gambling, licencing, trade",5,14,5,14,4,3,5,4,2,2,0,5
Tårnby,Any other special legislation,0,0,0,0,0,0,0,0,0,0,0,0
Tårnby,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,"Nature of the offence, total",609,794,744,756,850,829,765,895,753,800,886,955
Albertslund,"Penal Code, total",520,664,654,639,757,732,686,783,667,706,779,868
Albertslund,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,"Sexual offenses, total",2,4,3,6,6,15,9,6,4,8,9,4
Albertslund,"Incest, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,"Rape, etc.",2,1,0,3,5,3,4,0,1,4,1,1
Albertslund,Heterosexual offence against a child under 12 (Repealed in 2013),0,0,1,0,0,0,0,0,1,0,0,0
Albertslund,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Any other kind of heterosexual offence (Repealed in 2013),0,0,1,0,0,0,0,0,0,0,1,0
Albertslund,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Offence against public decency by groping,0,2,1,3,0,0,2,0,1,0,4,2
Albertslund,Offence against public decency by indecent exposure,0,1,0,0,1,5,1,2,0,1,1,1
Albertslund,Any other kind of offence against public decency,0,0,0,0,0,6,2,2,1,2,2,0
Albertslund,"Prostitution, etc.",0,0,0,0,0,1,0,2,0,1,0,0
Albertslund,"Crimes of violence, total",46,40,47,33,32,39,36,34,33,30,32,31
Albertslund,Violence against public authority,9,6,1,3,3,2,7,7,3,4,2,6
Albertslund,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Homicide,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Attempted homicide,1,0,0,0,0,0,0,0,0,1,1,0
Albertslund,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Common assault,22,18,28,13,15,24,21,17,16,16,18,18
Albertslund,Assault causing actual bodily harm,7,2,4,9,4,2,2,4,3,3,2,1
Albertslund,Particularly aggravated assault,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Causing death or bodily harm by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Offences against life and limb,0,2,1,0,0,1,1,0,0,0,0,3
Albertslund,Offences against personal liberty,0,1,1,0,3,0,0,1,0,0,2,0
Albertslund,Threats,7,11,12,8,7,10,5,5,11,6,7,3
Albertslund,"Offences against property, total",463,606,591,589,687,625,599,686,600,644,711,810
Albertslund,Forgery,2,0,4,4,12,6,0,1,5,2,3,2
Albertslund,Cheque forgery,0,0,0,0,0,0,0,0,0,0,1,0
Albertslund,Arson,5,2,3,4,17,6,3,7,6,1,3,1
Albertslund,Burglary - business and community,38,60,31,22,76,42,62,57,45,51,71,113
Albertslund,Residential burglaries,44,29,60,80,71,66,57,67,61,57,73,115
Albertslund,Burglary (uninhabited buildings),6,4,8,11,11,9,0,26,23,8,15,18
Albertslund,Theft from conveyances,44,61,78,73,83,39,45,47,39,43,33,54
Albertslund,"Shoplifting, etc.",15,16,7,25,28,30,22,31,29,24,24,30
Albertslund,Other kinds of theft,111,146,130,124,130,146,143,156,148,142,164,234
Albertslund,Theft of/taking vehicle without the owners consent (TWOC),28,50,29,23,45,28,34,46,38,29,39,43
Albertslund,Theft of/taking moped without the owners consent (TWOC),5,7,16,6,12,12,5,5,2,8,10,4
Albertslund,Theft of/taking bicycle without the owners consent (TWOC),93,149,154,117,94,154,147,139,102,172,180,115
Albertslund,Theft of/taking other objects without the owners consent (TWOC),3,8,5,3,14,11,6,5,3,11,14,12
Albertslund,Theft by finding,0,0,1,3,0,0,1,2,0,0,0,0
Albertslund,Embezzlement,1,0,1,2,2,1,2,0,0,1,1,3
Albertslund,Fraud,9,5,3,13,12,32,8,11,13,13,10,8
Albertslund,Fraud by cheque,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Fraud by abuse of position,1,0,1,0,0,0,0,0,0,0,0,0
Albertslund,Blackmail and usury,1,0,0,0,2,0,0,0,0,0,0,0
Albertslund,Fraud against creditors,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Handling stolen goods,0,5,0,0,0,1,0,0,2,1,0,0
Albertslund,Robbery,1,3,8,3,3,4,7,19,17,4,7,13
Albertslund,Aggravated tax evasion etc.,0,1,3,2,4,0,0,0,1,7,0,2
Albertslund,Malicious damage to property,56,60,49,73,70,37,57,67,66,70,62,43
Albertslund,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Offence against and infringement of property,0,0,0,1,1,1,0,0,0,0,1,0
Albertslund,"Other offences, total",9,14,13,11,32,53,42,57,30,24,27,23
Albertslund,"Offences against public authority, etc.",2,4,4,5,25,36,28,49,20,18,13,16
Albertslund,Offences by public servants,0,0,1,0,0,0,0,0,1,0,0,0
Albertslund,Perjury,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Any other kind of false statement,5,5,3,3,7,10,6,6,6,4,8,3
Albertslund,Offences concerning money and evidence,1,1,1,1,0,3,7,1,0,1,1,0
Albertslund,"Trafficking of drugs, etc.",1,3,1,0,0,0,0,0,0,0,0,0
Albertslund,Smuggling etc. of drugs,0,0,0,0,0,1,0,0,0,0,0,0
Albertslund,General public offences etc.,0,0,0,0,0,0,0,0,0,1,1,1
Albertslund,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Family relation offences,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Involuntary manslaughter etc. in connection with traffic accident,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,Non-molestation order (Repealed in 2012),0,0,0,0,0,1,1,1,0,0,0,0
Albertslund,Invasion of privacy and defamation,0,1,3,2,0,2,0,0,3,0,4,3
Albertslund,"Special acts, total",89,130,90,117,93,97,79,112,86,94,107,87
Albertslund,Euphoriants Act,43,41,40,35,40,29,27,41,32,21,46,31
Albertslund,The Offensive Weapons Act,11,13,11,12,9,6,12,13,8,10,7,9
Albertslund,"Tax legislation and fiscal acts, etc.",1,1,1,8,1,2,0,5,7,0,3,3
Albertslund,Other special acts in criminal law,11,31,11,36,24,23,15,17,24,35,16,25
Albertslund,Health and social security legislation,1,5,2,0,3,2,2,6,2,3,8,6
Albertslund,Building and housing legislation,0,0,0,0,0,0,0,0,0,0,0,0
Albertslund,The environmental protection act,0,22,7,3,4,21,11,14,2,19,6,4
Albertslund,"Legislation on animals, hunting, etc.",1,7,6,5,3,3,5,3,2,1,12,4
Albertslund,"Legislation on employment, transport, etc.",12,2,3,7,6,4,2,5,3,2,4,3
Albertslund,The Companies Act,0,0,2,0,1,0,0,0,1,1,0,0
Albertslund,Legislation on the national defence,2,1,1,2,2,1,0,3,3,2,4,2
Albertslund,Legislation applying to public utilities,0,0,0,0,0,2,1,2,0,0,1,0
Albertslund,"Legislation on gambling, licencing, trade",7,7,5,8,0,2,3,2,1,0,0,0
Albertslund,Any other special legislation,0,0,1,1,0,2,1,1,1,0,0,0
Albertslund,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,"Nature of the offence, total",1160,1207,1118,1116,1087,1094,1102,1309,1224,1203,1488,1322
Ballerup,"Penal Code, total",950,1033,967,962,954,946,964,1185,1130,1136,1363,1260
Ballerup,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,"Sexual offenses, total",4,6,8,5,1,6,5,4,3,3,4,1
Ballerup,"Incest, etc.",0,0,0,0,0,0,0,0,1,0,0,0
Ballerup,"Rape, etc.",1,1,0,1,0,2,4,0,0,2,1,0
Ballerup,Heterosexual offence against a child under 12 (Repealed in 2013),0,2,2,0,0,0,0,0,0,0,1,0
Ballerup,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,Any other kind of heterosexual offence (Repealed in 2013),0,0,0,1,0,1,0,0,0,0,1,0
Ballerup,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,Offence against public decency by groping,2,0,4,2,0,2,1,1,1,1,0,1
Ballerup,Offence against public decency by indecent exposure,0,0,2,1,0,0,0,1,1,0,1,0
Ballerup,Any other kind of offence against public decency,1,1,0,0,1,0,0,2,0,0,0,0
Ballerup,"Prostitution, etc.",0,2,0,0,0,1,0,0,0,0,0,0
Ballerup,"Crimes of violence, total",30,38,35,42,41,48,33,47,37,37,43,37
Ballerup,Violence against public authority,8,4,4,6,7,3,5,1,4,5,2,1
Ballerup,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,Homicide,0,0,0,0,0,0,2,1,0,1,0,0
Ballerup,Attempted homicide,0,0,0,0,1,0,0,0,0,0,0,0
Ballerup,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,Common assault,14,23,24,26,25,21,17,36,23,19,17,20
Ballerup,Assault causing actual bodily harm,4,3,2,7,0,2,1,4,1,3,2,6
Ballerup,Particularly aggravated assault,0,1,0,0,0,0,0,0,0,0,0,0
Ballerup,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,Causing death or bodily harm by negligence,0,0,0,0,0,0,1,0,0,0,0,0
Ballerup,Offences against life and limb,0,0,0,0,1,3,1,0,1,1,12,2
Ballerup,Offences against personal liberty,1,1,1,0,3,1,0,0,0,1,1,0
Ballerup,Threats,3,6,4,3,4,18,6,5,8,7,9,8
Ballerup,"Offences against property, total",905,974,901,908,894,879,912,1122,1056,1081,1300,1210
Ballerup,Forgery,3,2,2,2,2,4,2,9,8,5,4,3
Ballerup,Cheque forgery,1,0,0,0,0,2,0,1,0,1,1,0
Ballerup,Arson,3,3,0,3,9,3,8,1,2,3,0,0
Ballerup,Burglary - business and community,67,69,80,69,80,56,85,112,160,118,148,151
Ballerup,Residential burglaries,127,67,52,51,63,44,69,126,92,95,112,160
Ballerup,Burglary (uninhabited buildings),29,18,21,51,52,54,21,93,61,36,56,68
Ballerup,Theft from conveyances,110,142,130,80,72,54,98,83,96,132,114,62
Ballerup,"Shoplifting, etc.",42,46,35,49,55,43,37,66,51,34,65,44
Ballerup,Other kinds of theft,214,256,222,229,225,238,243,262,243,230,273,299
Ballerup,Theft of/taking vehicle without the owners consent (TWOC),54,45,39,30,37,41,34,55,46,51,74,47
Ballerup,Theft of/taking moped without the owners consent (TWOC),7,18,14,23,10,8,13,12,1,17,18,13
Ballerup,Theft of/taking bicycle without the owners consent (TWOC),115,155,162,171,119,162,169,154,146,208,228,179
Ballerup,Theft of/taking other objects without the owners consent (TWOC),3,12,14,21,23,23,20,13,7,14,35,37
Ballerup,Theft by finding,2,1,0,3,1,0,1,1,0,1,1,1
Ballerup,Embezzlement,3,2,0,1,0,1,0,3,0,0,0,0
Ballerup,Fraud,15,12,23,7,15,10,5,12,15,10,13,8
Ballerup,Fraud by cheque,0,0,0,0,0,0,0,0,0,0,1,0
Ballerup,Fraud by abuse of position,0,1,1,0,0,0,10,0,0,0,1,0
Ballerup,Blackmail and usury,1,0,1,0,1,1,0,0,0,0,0,1
Ballerup,Fraud against creditors,0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,Handling stolen goods,4,2,0,3,4,0,0,2,1,6,5,0
Ballerup,Robbery,6,5,3,8,5,7,13,16,12,6,6,5
Ballerup,Aggravated tax evasion etc.,0,4,0,0,0,4,3,3,2,1,2,1
Ballerup,Malicious damage to property,99,112,102,107,121,122,81,97,113,113,143,131
Ballerup,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Ballerup,Offence against and infringement of property,0,2,0,0,0,2,0,1,0,0,0,0
Ballerup,"Other offences, total",11,15,23,7,18,13,14,12,34,15,16,12
Ballerup,"Offences against public authority, etc.",5,2,5,2,7,3,1,2,4,0,3,3
